Arquivo,Almoxarifado_Origem_Arquivo,Grupo,Data,Id_Produto,Descricao,Sistema,Contagem,Divergencia_Qtd,Valor,Obs,Prejuizo,Hipotese_Sugerida
Movimentados - Processo 04.05.xlsm,Processo,Produto em Processo,2026-05-04 00:00:00,0070305010,Massa de Chocolate - Yanomami Leite Test,4.6395,4.6395,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 04.05.xlsm,Processo,Produto em Processo,2026-05-04 00:00:00,9990311025,Ganache Chocolate intenso,0,0,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 04.05.xlsm,Processo,Produto em Processo,2026-05-04 00:00:00,0050308014,Biscoito 150 gr com choco,0,0,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Embalagem,2026-05-05 00:00:00,0190213098,Caixa Esfirra N2,34,34,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Embalagem,2026-05-05 00:00:00,0190213099,Caixa Esfirra N1,2,0,-2,3.0848,Baixa por Avaria,Sim,Avaria / Perda por avaria
Movimentados - Processo 05.05.xlsm,Processo,Embalagem,2026-05-05 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1187,1187,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Embalagem,2026-05-05 00:00:00,0190213072,Caixa formigueiro Maracuja,0,0,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Embalagem,2026-05-05 00:00:00,0190213092,Flowpack LO Intenso,2239,2239,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Embalagem,2026-05-05 00:00:00,0190213093,Flowpack LO Intenso c/ Praliné,2289,2289,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Embalagem,2026-05-05 00:00:00,0190213090,Flowpack LO Leite,813,813,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Embalagem,2026-05-05 00:00:00,019021424,CARTÃO QR,2383,2383,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Materia Prima,2026-05-05 00:00:00,9990111009,Gelatina incolor,0.8098,0.8098,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Materia Prima,2026-05-05 00:00:00,9990111004,Baunilha em Fava,0.1594,0.1594,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Materia Prima,2026-05-05 00:00:00,0140106805,Açúcar refinado,30.2362,30.2362,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Materia Prima,2026-05-05 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,48.4683,48.4683,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Materia Prima,2026-05-05 00:00:00,9990111007,Clara em Pó,0.341,0.341,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Materia Prima,2026-05-05 00:00:00,9990111008,Xarope de glucose,4.1755,4.1755,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Produto Acabado,2026-05-05 00:00:00,05104121,Poltrona Ilustre,350,350,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Produto Acabado,2026-05-05 00:00:00,05104033,Formigueiro Caramelo de Maracujá 16g,50,0,-50,23.400000000000002,Falta de Transferência (estoque),Não,Outros / não categorizado
Movimentados - Processo 05.05.xlsm,Processo,Produto em Processo,2026-05-05 00:00:00,9990311009,Recheio Yara Maracujá,0.016,0.016,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Produto em Processo,2026-05-05 00:00:00,9990311030,Praliné de Avelã colagem,21.955,21.955,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Produto em Processo,2026-05-05 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,83.4976,83.4976,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 05.05.xlsm,Processo,Produto em Processo,2026-05-05 00:00:00,9990311038,Recheio Caramelo Maracujá,7.8758,7.8758,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Embalagem,2026-05-06 00:00:00,0190213131,Caixa SSAL SIMPLES,30,30,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Embalagem,2026-05-06 00:00:00,0190213092,Flowpack LO Intenso,2439,2439,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Embalagem,2026-05-06 00:00:00,0190213104,Folha papel barrado Mágio,13,13,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Materia Prima,2026-05-06 00:00:00,0140106804,Açúcar invertido,1.0127,1.0127,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Materia Prima,2026-05-06 00:00:00,9990111010,Pistache,0.9436,0.9436,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Materia Prima,2026-05-06 00:00:00,9990111006,Manteiga de Leite,3.0219,3.0219,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Materia Prima,2026-05-06 00:00:00,9990117003,Cacau em Pó Alcalino,0.702,0.702,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Materia Prima,2026-05-06 00:00:00,9990111003,Creme de Leite UHT 25%,3.2365,3.2365,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Materia Prima,2026-05-06 00:00:00,0140106004,Açúcar Demerara,6,6,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Materia Prima,2026-05-06 00:00:00,03001001,Leite em Pó integral,29.676,29.676,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Produto Acabado,2026-05-06 00:00:00,05104020,Trufas Nativas de Chocolate Intenso  20G,40,40,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Produto Acabado,2026-05-06 00:00:00,05104121,Poltrona Ilustre,0,0,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Produto Acabado,2026-05-06 00:00:00,05104022,Trufas Nativas Pistache 20g,40,40,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Produto Acabado,2026-05-06 00:00:00,05104033,Formigueiro Caramelo de Maracujá 16g,0,0,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Produto em Processo,2026-05-06 00:00:00,0260303001,Nibs de Cacau Moju,2.5,2.5,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Produto em Processo,2026-05-06 00:00:00,9990311004,Praliné Pistache,0.3986,0.3986,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 06.05.xlsm,Processo,Produto em Processo,2026-05-06 00:00:00,0050304004,Liquor de Cacau - Sakaguchi (PA),16.294,16.294,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Embalagem,2026-05-07 00:00:00,0190213107,Caixa mini Lua Cheia ao Leite 100g,35,34,-1,2.05,Avaria no Processo - OK,Sim,Avaria / Perda por avaria
Movimentados - Processo 07.05.xlsm,Processo,Embalagem,2026-05-07 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1133,1133,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Embalagem,2026-05-07 00:00:00,019021424,CARTÃO QR,2356,2356,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Embalagem,2026-05-07 00:00:00,0190213091,Flowpack LO Leite c/ Praliné,1095,1095,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111023,Sorbitol em Pó,0.491,0,-0.491,23.332320000000003,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111058,Tapereba Liofilizado,0.204,0.204,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111005,Lecitina de Soja,0.755,0.755,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111021,DEXTROSE,0.4548,0,-0.4548,17.173247999999997,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111003,Creme de Leite UHT 25%,3.1399,3.1399,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111006,Manteiga de Leite,2.9977,0,-2.9977,195.53757284000002,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,0140106804,Açúcar invertido,0.998,0,-0.998,10.978,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111008,Xarope de glucose,4.1705,4.1705,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111053,MALTODEXTRINA DE10 1910,0.9793,0,-0.9793,17.690662779999997,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,47.2644,0,-47.2644,3628.02479688,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,0140106004,Açúcar Demerara,6,6,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Materia Prima,2026-05-07 00:00:00,9990111042,Xerem de Castanha de Caju,0.4218,0,-0.4218,25.26582,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Outros Insumos,2026-05-07 00:00:00,9990111054,Sorbato de Potássio Granulado,0.1973,0,-0.1973,4.080164,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Produto Acabado,2026-05-07 00:00:00,05104007,Bombom Intenso Praliné 10g,55,55,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto Acabado,2026-05-07 00:00:00,05004102,Lua Cheia Minis Chocolate ao Leite 100g,27,27,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto Acabado,2026-05-07 00:00:00,05104071,Bombom Bom Jardim Intenso 10g,55,55,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto Acabado,2026-05-07 00:00:00,05104022,Trufas Nativas Pistache 20g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto Acabado,2026-05-07 00:00:00,05104020,Trufas Nativas de Chocolate Intenso  20G,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto Acabado,2026-05-07 00:00:00,05104008,Bombom ao Leite Praliné 10g,55,55,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto Acabado,2026-05-07 00:00:00,05104012,Bombom SF Leite Praliné de Pistache 10g,47,47,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto Acabado,2026-05-07 00:00:00,05104039,Bombom SF Ganache de Taperebá Int 10g,57,57,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,0020305008,Massa de Chocolate - Mocajuba Intenso,19.1276,0,-19.1276,659.63823912,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,0050305017,PP LÍNGUA DE ONÇA 11G INTENSO,2085,2085,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,9990311040,Colagem praliné para lua cheia,7.5268,7.5268,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,9990311013,Ganache de Taperebá,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,0020303003,Nibs de Cacau - Mocajuba (PA),0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,9990315027,Polpa de Tapereba Reduzida,2.0248,2.0248,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,82.1848,0,-82.1848,2946.99077688,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,9990311030,Praliné de Avelã colagem,21.35,21.35,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.05.xlsm,Processo,Produto em Processo,2026-05-07 00:00:00,9990311004,Praliné Pistache,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 07.07.xlsm,Processo,Embalagem,2026-07-06 00:00:00,0190213060,Berço termoformado LO,229,229,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 07.07.xlsm,Processo,Embalagem,2026-07-06 00:00:00,0190213054,Luva LO 80GR ao leite,336,336,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 07.07.xlsm,Processo,Embalagem,2026-07-06 00:00:00,019021424,CARTÃO QR,1013,1013,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 07.07.xlsm,Processo,Embalagem,2026-07-06 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,528,528,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 07.07.xlsm,Processo,Embalagem,2026-07-06 00:00:00,0190213051,Caixa Base  LO 80g,238,238,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111045,Polpa de Açaí,1,1,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111010,Pistache,2.4426,2.4426,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,0140106805,Açúcar refinado,60.8752,60.8752,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111020,Avelã,10.26,10.26,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111059,Cupuaçu Liofilizado,0.174,0.174,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111055,Polpa Caja/Tapereba,2,2,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111031,Amêndoa,1.904,1.904,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,0050108008,Biscoito de castanha do Pará,1.57,1.57,0.0,0,Movimentação Identificada,,Outros / não categorizado
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111008,Xarope de glucose,6.6262,6.6262,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111004,Baunilha em Fava,0.8,0.8,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Materia Prima,2026-07-06 00:00:00,9990111015,Polpa Maracujá,6.4,6.4,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Produto Acabado,2026-07-06 00:00:00,05004015,MAGIO Língua de Onça ao Leite Cx80g,202,202,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 07.07.xlsm,Processo,Produto Acabado,2026-07-06 00:00:00,05004097,Barra ES Leite com Avelã e Maracujá 80g,137,135,-2,7.294,Solicitado baixa de 2 itens por avaria,Sim,Avaria / Perda por avaria
Movimentados - Processo 07.07.xlsm,Processo,Produto em Processo,2026-07-06 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,70.2172,70.2172,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 07.07.xlsm,Processo,Produto em Processo,2026-07-06 00:00:00,0050305009,Massa de Chocolate - Chocolate 60% - Sak,0.79,0.79,0.0,0,Movimentação Identificada,,Outros / não categorizado
Movimentados - Processo 08.05.xlsm,Processo,Embalagem,2026-05-08 00:00:00,9990712068,"ADESIVO SSAL - 1,1X4,5CM",1975,1900,-75,25.529999999999998,Baixa Por consumo - Fora da estrutura - CORRIGIDO,Não,Baixa por consumo (processo semanal)
Movimentados - Processo 08.05.xlsm,Processo,Embalagem,2026-05-08 00:00:00,0190213152,Candy Pad Caixa Simples SSAL,1,0,-1,2.96,Baixa Por Avaria - OK,Sim,Avaria / Perda por avaria
Movimentados - Processo 08.05.xlsm,Processo,Embalagem,2026-05-08 00:00:00,0190213090,Flowpack LO Leite,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Embalagem,2026-05-08 00:00:00,0190213092,Flowpack LO Intenso,322,322,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Embalagem,2026-05-08 00:00:00,9990712064,"ADESIVO SSAL- 3,5X5,5CM",1029,950,-79,59.5581,Baixa Por consumo - Fora da estrutura - CORRIGIDO,Não,Baixa por consumo (processo semanal)
Movimentados - Processo 08.05.xlsm,Processo,Embalagem,2026-05-08 00:00:00,019021424,CARTÃO QR,2331,2331,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Embalagem,2026-05-08 00:00:00,0190213131,Caixa SSAL SIMPLES,5,5,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Materia Prima,2026-05-08 00:00:00,0140106804,Açúcar invertido,0.9491,0.9491,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Materia Prima,2026-05-08 00:00:00,9990111003,Creme de Leite UHT 25%,2.8633,2.8633,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Materia Prima,2026-05-08 00:00:00,9990111023,Sorbitol em Pó,0.4582,0.4582,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Materia Prima,2026-05-08 00:00:00,9990111042,Xerem de Castanha de Caju,1.4218,1.4218,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Materia Prima,2026-05-08 00:00:00,9990117003,Cacau em Pó Alcalino,0.662,0.662,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104012,Bombom SF Leite Praliné de Pistache 10g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104071,Bombom Bom Jardim Intenso 10g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104007,Bombom Intenso Praliné 10g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05004102,Lua Cheia Minis Chocolate ao Leite 100g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104008,Bombom ao Leite Praliné 10g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104060,Língua de Onça Chocolate ao Leite 5g,636,0,-636,115.3068,Item Reprocessado - Transformado em colagem.,Não,Outros / não categorizado
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104103,Bombom SSAL Choc Int Ganache Int 9g,3,0,-3,0.8922,Baixa Por Avaria - OK,Sim,Avaria / Perda por avaria
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104104,Bombom SSAL Choc Int Taperebá 10g,8,0,-8,6.1096,Baixa Por Avaria - OK,Sim,Avaria / Perda por avaria
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104039,Bombom SF Ganache de Taperebá Int 10g,10,0,-10,7.866999999999999,Baixa Por Avaria - OK,Sim,Avaria / Perda por avaria
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104101,Bombom SSAL Choc Branco Nibs 8g,10,6,-4,1.2516,Baixa Por Avaria - OK,Sim,Avaria / Perda por avaria
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104097,Bombom SSAL Choc Lt praliné de avelã 9g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104098,Bombom SSAL Choc Lt Doce Cupu 10 g,9,0,-9,4.3812,Baixa Por Avaria - OK,Sim,Avaria / Perda por avaria
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104099,Bombom SSAL Choc Lt Castanha do Pará 8g,1,0,-1,0.4384,Baixa Por Avaria - OK,Sim,Avaria / Perda por avaria
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05104028,Língua de Onça Cupulate 11g,100,0,-100,76.38000000000001,Item Reprocessado - Transformado em colagem.,Não,Outros / não categorizado
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05004140,Língua de Onça Intenso Flowpack 11g,2085,0,-2085,2003.0595,Transf.Pendente,Não,Transferência pendente
Movimentados - Processo 08.05.xlsm,Processo,Produto Acabado,2026-05-08 00:00:00,05004139,Língua de Onça Leite Flowpack 11g,828,828,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto em Processo,2026-05-08 00:00:00,0050305017,PP LÍNGUA DE ONÇA 11G INTENSO,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto em Processo,2026-05-08 00:00:00,0050305014,PP LÍNGUA DE ONÇA 11G AO LEITE,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.05.xlsm,Processo,Produto em Processo,2026-05-08 00:00:00,0050305021,PP Língua de Onça intenso Praliné 11G,1044,1044,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 08.07.xlsm,Processo,Embalagem,2026-07-07 00:00:00,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,570,570,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 08.07.xlsm,Processo,Embalagem,2026-07-07 00:00:00,9990712056,Etiqueta alto teor de açúcar e gordura,1493,1493,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 08.07.xlsm,Processo,Embalagem,2026-07-07 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1282,1282,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 08.07.xlsm,Processo,Embalagem,2026-07-07 00:00:00,9990712028,Etiqueta de dif PF Vale do Jari 6x12,271,271,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 08.07.xlsm,Processo,Embalagem,2026-07-07 00:00:00,0190213104,Folha papel barrado Mágio,1012,1012,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 08.07.xlsm,Processo,Embalagem,2026-07-07 00:00:00,019021424,CARTÃO QR,759,759,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 08.07.xlsm,Processo,Embalagem,2026-07-07 00:00:00,0190213057,Embalagem – mod. Envelope p/ barra,977,977,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 08.07.xlsm,Processo,Materia Prima,2026-07-07 00:00:00,999011186,Amido modificado,1,0,-1,36.9,Falha na Transf.Estoque - Não existe,Não,Outros / não categorizado
Movimentados - Processo 08.07.xlsm,Processo,Materia Prima,2026-07-07 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,74.8073,74.8073,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 08.07.xlsm,Processo,Produto Acabado,2026-07-07 00:00:00,05004006,MAGIO PF Vale do Jari 65% 60g,55,55,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 08.07.xlsm,Processo,Produto em Processo,2026-07-07 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,54.4564,54.4564,0.0,0,Em Produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 08.07.xlsm,Processo,Produto em Processo,2026-07-07 00:00:00,0050321021,Barra 60g Terroir da Amazonia Vale do Ja,145,145,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 09.06.xlsm,Processo,Embalagem,2026-06-08 00:00:00,0190213051,Caixa Base  LO 80g,230.0059,230.0059,0.0,0,Em Apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 09.06.xlsm,Processo,Embalagem,2026-06-08 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,641,641,0,0,Em Apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 09.06.xlsm,Processo,Embalagem,2026-06-08 00:00:00,0190213054,Luva LO 80GR ao leite,738,738,0,0,Em Apontamento,Não,Aguardando apontamento de produção
